nohup: ignoring input
/bin/bash: /opt/conda/lib/libtinfo.so.6: no version information available (required by /bin/bash)
==========================================
Starting CTGAN sample generation on GPU 0
==========================================

=== Processing 7000 samples ===
Running ctgan_sample_7000_1.py...
[I 2025-12-17 11:10:00,009] A new study created in memory with name: no-name-62666be6-ea93-4bce-83e6-c7505848095b
[I 2025-12-17 11:10:21,026] Trial 0 finished with value: -16.958676822986835 and parameters: {'embedding_dim': 117, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 0 with value: -16.958676822986835.
[I 2025-12-17 13:15:22,775] Trial 37 finished with value: -22.386394988645172 and parameters: {'embedding_dim': 76, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:15:30,044] Trial 38 finished with value: -53.13372557706943 and parameters: {'embedding_dim': 82, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:15:35,136] Trial 39 finished with value: -160.58280147766177 and parameters: {'embedding_dim': 73, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:15:42,326] Trial 40 finished with value: -91.68235430477448 and parameters: {'embedding_dim': 64, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:15:48,836] Trial 41 finished with value: -47.1870360699384 and parameters: {'embedding_dim': 66, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:15:55,392] Trial 42 finished with value: -126.61529297609519 and parameters: {'embedding_dim': 71, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:01,939] Trial 43 finished with value: -8.313483978528833 and parameters: {'embedding_dim': 66, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:08,462] Trial 44 finished with value: -250.5768133859568 and parameters: {'embedding_dim': 78, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:13,411] Trial 45 finished with value: -246.86107596698855 and parameters: {'embedding_dim': 110, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:20,307] Trial 46 finished with value: -47.67354952311384 and parameters: {'embedding_dim': 66, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:25,606] Trial 47 finished with value: -41.30304460627281 and parameters: {'embedding_dim': 95, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:32,195] Trial 48 finished with value: -83.35548294050159 and parameters: {'embedding_dim': 73, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:37,747] Trial 49 finished with value: -45.28760819351347 and parameters: {'embedding_dim': 67, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 22 with value: -6.223176200590712.
[I 2025-12-17 13:16:43,583] A new study created in memory with name: no-name-bb8bc151-3063-4e0b-993c-9c554446b059
Saved CTGAN model for class 0: ../save_model/oversampling_models/ctgan_only_7000_1_daejeon_class0.pkl
Saved CTGAN model for class 1: ../save_model/oversampling_models/ctgan_only_7000_1_daejeon_class1.pkl
Saved augmented data only ../../data/data_oversampled/augmented_only/ctgan7000_1_daejeon.csv: Class 0=5597 | Class 1=6741
Saved ../../data/data_oversampled/ctgan7000/ctgan7000_1_daejeon.csv: Class 0=5597 | Class 1=6741 | Class 2=15441
Processing ../../data/data_for_modeling/gwangju_train.csv: Optimizing CTGAN for class 0...
Processing ../../data/data_for_modeling/gwangju_train.csv: Optimizing CTGAN for class 1...
[I 2025-12-17 13:16:54,716] Trial 0 finished with value: -1390.561691637669 and parameters: {'embedding_dim': 175, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 1}. Best is trial 0 with value: -1390.561691637669.
[I 2025-12-17 13:18:05,643] Trial 1 finished with value: -805.9554605159901 and parameters: {'embedding_dim': 431, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 1 with value: -805.9554605159901.
[I 2025-12-17 13:18:20,137] Trial 2 finished with value: -862.2545309000618 and parameters: {'embedding_dim': 174, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 3}. Best is trial 1 with value: -805.9554605159901.
[I 2025-12-17 13:19:07,167] Trial 3 finished with value: -1324.7640448078357 and parameters: {'embedding_dim': 277, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 1 with value: -805.9554605159901.
[I 2025-12-17 13:19:50,067] Trial 4 finished with value: -989.9235762393762 and parameters: {'embedding_dim': 234, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 5}. Best is trial 1 with value: -805.9554605159901.
[I 2025-12-17 13:20:24,804] Trial 5 finished with value: -744.9612859743063 and parameters: {'embedding_dim': 234, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -744.9612859743063.
[I 2025-12-17 13:20:33,327] Trial 6 finished with value: -7484.286309749936 and parameters: {'embedding_dim': 283, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 1}. Best is trial 5 with value: -744.9612859743063.
[I 2025-12-17 13:20:48,474] Trial 7 finished with value: -321.4246270144987 and parameters: {'embedding_dim': 247, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 7 with value: -321.4246270144987.
[I 2025-12-17 13:21:17,434] Trial 8 finished with value: -450.8696708866775 and parameters: {'embedding_dim': 427, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 7 with value: -321.4246270144987.
[I 2025-12-17 13:22:13,675] Trial 9 finished with value: -735.326125068229 and parameters: {'embedding_dim': 175, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 7 with value: -321.4246270144987.
[I 2025-12-17 13:22:35,284] Trial 10 finished with value: -770.1667279881376 and parameters: {'embedding_dim': 357, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 7 with value: -321.4246270144987.
[I 2025-12-17 13:22:57,359] Trial 11 finished with value: -199.18160503423582 and parameters: {'embedding_dim': 498, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 11 with value: -199.18160503423582.
[I 2025-12-17 13:23:18,898] Trial 12 finished with value: -346.86775934699335 and parameters: {'embedding_dim': 479, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 11 with value: -199.18160503423582.
[I 2025-12-17 13:23:34,339] Trial 13 finished with value: -421.41180284603763 and parameters: {'embedding_dim': 357, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 11 with value: -199.18160503423582.
[I 2025-12-17 13:23:55,608] Trial 14 finished with value: -114.18213989573701 and parameters: {'embedding_dim': 507, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:24:16,316] Trial 15 finished with value: -435.723172569188 and parameters: {'embedding_dim': 512, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:24:51,310] Trial 16 finished with value: -189.10319268407056 and parameters: {'embedding_dim': 442, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:25:29,251] Trial 17 finished with value: -527.3801813061768 and parameters: {'embedding_dim': 452, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:26:06,086] Trial 18 finished with value: -318.6190378995227 and parameters: {'embedding_dim': 392, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:26:26,765] Trial 19 finished with value: -353.0951863287295 and parameters: {'embedding_dim': 462, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 4}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:27:14,621] Trial 20 finished with value: -523.4759960030368 and parameters: {'embedding_dim': 392, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 5}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:27:37,401] Trial 21 finished with value: -680.7038502228763 and parameters: {'embedding_dim': 509, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:28:08,669] Trial 22 finished with value: -401.10949161905194 and parameters: {'embedding_dim': 483, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:28:30,375] Trial 23 finished with value: -581.9084321042735 and parameters: {'embedding_dim': 413, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:28:59,414] Trial 24 finished with value: -193.8596057655352 and parameters: {'embedding_dim': 483, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:29:35,688] Trial 25 finished with value: -359.86069182490303 and parameters: {'embedding_dim': 451, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 14 with value: -114.18213989573701.
[I 2025-12-17 13:30:06,715] Trial 26 finished with value: -25.247128265834668 and parameters: {'embedding_dim': 349, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 26 with value: -25.247128265834668.
[I 2025-12-17 13:30:41,621] Trial 27 finished with value: -643.8131460242248 and parameters: {'embedding_dim': 344, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 26 with value: -25.247128265834668.
[I 2025-12-17 13:31:30,926] Trial 28 finished with value: -1438.1681620629329 and parameters: {'embedding_dim': 324, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 26 with value: -25.247128265834668.
[I 2025-12-17 13:31:46,547] Trial 29 finished with value: -1365.13430212702 and parameters: {'embedding_dim': 391, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 3}. Best is trial 26 with value: -25.247128265834668.
Saved CTGAN model for class 0: ../save_model/oversampling_models/ctgan_only_7000_1_gwangju_class0.pkl
Saved CTGAN model for class 1: ../save_model/oversampling_models/ctgan_only_7000_1_gwangju_class1.pkl
Saved augmented data only ../../data/data_oversampled/augmented_only/ctgan7000_1_gwangju.csv: Class 0=6274 | Class 1=6730
Saved ../../data/data_oversampled/ctgan7000/ctgan7000_1_gwangju.csv: Class 0=6274 | Class 1=6730 | Class 2=15692

Running ctgan_sample_7000_2.py...
[I 2025-12-17 13:32:19,553] A new study created in memory with name: no-name-25601cbd-7250-4c92-a123-50dcc5f7d683
[I 2025-12-17 13:32:31,442] Trial 0 finished with value: -6.039771501998899 and parameters: {'embedding_dim': 100, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 0 with value: -6.039771501998899.
[I 2025-12-17 13:32:46,223] Trial 1 finished with value: -28.87713880065418 and parameters: {'embedding_dim': 128, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 0 with value: -6.039771501998899.
[I 2025-12-17 13:32:55,979] Trial 2 finished with value: -72.44888217454869 and parameters: {'embedding_dim': 65, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 0 with value: -6.039771501998899.
[I 2025-12-17 13:33:20,096] Trial 3 finished with value: -179.89305825779442 and parameters: {'embedding_dim': 78, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 0 with value: -6.039771501998899.
[I 2025-12-17 13:33:34,684] Trial 4 finished with value: -10.759608446555069 and parameters: {'embedding_dim': 95, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 0 with value: -6.039771501998899.
[I 2025-12-17 13:33:49,445] Trial 5 finished with value: -4.2310053234764045 and parameters: {'embedding_dim': 110, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:34:23,584] Trial 6 finished with value: -108.21700914636101 and parameters: {'embedding_dim': 101, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:34:29,355] Trial 7 finished with value: -44.274290930611045 and parameters: {'embedding_dim': 83, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:34:53,326] Trial 8 finished with value: -17.259332513132087 and parameters: {'embedding_dim': 76, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:34:57,239] Trial 9 finished with value: -57.47352899473359 and parameters: {'embedding_dim': 110, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:35:12,843] Trial 10 finished with value: -58.16585868062887 and parameters: {'embedding_dim': 121, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:35:19,447] Trial 11 finished with value: -51.40285582273643 and parameters: {'embedding_dim': 109, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:35:30,480] Trial 12 finished with value: -37.54709823983908 and parameters: {'embedding_dim': 93, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 5 with value: -4.2310053234764045.
[I 2025-12-17 13:35:37,072] Trial 13 finished with value: -116.76055430171745 and parameters: {'embedding_dim': 111, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 5 with value: -4.2310053234764045.
